,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type,hrefs,Page #
29,"April 29, 2022 - May 8, 2022",Travis Trejo,Andy Harris,R,MD-1,Tel Aviv,U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024510.pdf,60
30,"April 29, 2022 - May 8, 2022",Jose Luis Correa,J. Luis Correa,D,CA-46,Israel,U.S Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024538.pdf,60
31,"April 29, 2022 - May 8, 2022",Jose Luis Correa,J. Luis Correa,D,CA-46,Tel Aviv,U.S Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024538.pdf,60
32,"April 29, 2022 - May 8, 2022",Neal Dunn,Neal Dunn,R,FL-2,Israel,U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024448.pdf,60
33,"April 29, 2022 - May 8, 2022",Mike Bost,Mike Bost,R,IL-12,Israel,U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024420.pdf,60
34,"May 4, 2022 - May 7, 2022",Jenifer Bradley,John Rutherford,R,FL-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024407.pdf,60
35,"May 6, 2022 - May 6, 2022",Paola Guzman,Sara Jacobs,D,CA-53,"Tijuana, Mexico",The Council for Golobal Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024390.pdf,60
36,"May 4, 2022 - May 6, 2022",Thomas Van Flein,Paul Gosar,R,AZ-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024391.pdf,60
37,"May 4, 2022 - May 6, 2022",Andrew Renteria,David Valadao,R,CA-21,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024392.pdf,60
38,"May 4, 2022 - May 6, 2022",Anna Alburger Romeo,Dave Joyce,R,OH-14,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024393.pdf,60
39,"May 4, 2022 - May 6, 2022",Austin Weatherford,Adam Kinzinger,R,IL-16,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024394.pdf,60
40,"May 4, 2022 - May 6, 2022",Benjamin DeMarzo,Mary Miller,R,IL-15,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024395.pdf,60
41,"May 4, 2022 - May 6, 2022",Braden Dreiling,Jake LaTurner,R,KS-2,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024396.pdf,60
42,"May 4, 2022 - May 6, 2022",Chris Marklund,Bruce Westerman,R,AR-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024398.pdf,60
43,"May 4, 2022 - May 6, 2022",Christine Lee,Vicky Hartzler,R,MO-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024399.pdf,60
44,"May 4, 2022 - May 6, 2022",Dan Meyer,Kevin McCarthy,R,CA-23,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024400.pdf,60
45,"May 5, 2022 - May 6, 2022",Patrick Schilling,Scott Perry,R,PA-10,"Cambridge, MD","American Accountability Foundation, Heritage Foundation, and Conservative Partnership Institute",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024612.pdf,60
46,"May 4, 2022 - May 6, 2022",Francis Brennan,Elise Stefanik,R,NY-21,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024553.pdf,60
47,"May 4, 2022 - May 6, 2022",Brett Horton,Steve Scalise,R,LA-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024472.pdf,60
48,"May 4, 2022 - May 6, 2022",Shannan Sorrell,Pat Fallon,R,TX-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024473.pdf,60
49,"May 4, 2022 - May 6, 2022",Catherine Treadwell,Madison Cawthorn,R,NC-11,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024474.pdf,60
0,"May 4, 2022 - May 6, 2022",Mehgan Perez-Acosta,Lance Gooden,R,TX-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024475.pdf,61
1,"May 4, 2022 - May 6, 2022",Tim Lolli,Anthony Gonzalez,R,OH-16,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024476.pdf,61
2,"May 5, 2022 - May 6, 2022",Patrick Schilling,Scott Perry,R,PA-10,"Cambridge, MD","American Accountability Foundation, Heritage Foundation, and Conservative Partnership Institute",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024477.pdf,61
3,"May 5, 2022 - May 6, 2022",Cody Mendoza,Katie Porter,D,CA-45,"San Diego, CA",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024479.pdf,61
4,"May 4, 2022 - May 6, 2022",Aleli Black,Elise Stefanik,R,NY-21,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024488.pdf,61
5,"May 5, 2022 - May 6, 2022",Cody Mendoza,Katie Porter,D,CA-45,"Tijuana, Mexico",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024479.pdf,61
6,"May 4, 2022 - May 6, 2022",Timothy Monahan,Rodney Davis,R,IL-13,"Middleburg, VA",Congressional institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024489.pdf,61
7,"May 5, 2022 - May 6, 2022",Alexa Walker,Jim Banks,R,IN-3,"Cambridge, MD",American AccountabilityFoundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024456.pdf,61
8,"May 5, 2022 - May 6, 2022",Molly Fromm,Kevin Brady,R,TX-8,"Cambridge, MD","American Accountability Foundation, Heritage Foundation, and Conservative Partnership Institute, Inc",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024480.pdf,61
9,"May 4, 2022 - May 6, 2022",Alison Slagell,Frank D. Lucas,R,OK-3,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024457.pdf,61
10,"May 4, 2022 - May 6, 2022",Ben Napier,Steve Scalise,R,LA-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024491.pdf,61
11,"May 4, 2022 - May 6, 2022",Carlton Kyle Jackson,Larry Bucshon,R,IN-8,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024458.pdf,61
12,"May 4, 2022 - May 6, 2022",Brian Cress,Elise Stefanik,R,NY-21,Colonial Williamsburg,Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024492.pdf,61
13,"May 4, 2022 - May 6, 2022",Jennifer Epperson,Frank Pallone,D,NJ-6,"Austin, TX",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024483.pdf,61
14,"May 5, 2022 - May 6, 2022",Bryan Shuy,Andy Harris,R,MD-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024493.pdf,61
15,"May 5, 2022 - May 6, 2022",Courtney Butcher,Elise Stefanik,R,NY-21,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024460.pdf,61
16,"May 5, 2022 - May 6, 2022",Juan Vargas,Juan Vargas,D,CA-51,"Tijuana, Mexico",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024484.pdf,61
17,"May 4, 2022 - May 6, 2022",Courtney Butcher,Elise Stefanik,R,NY-21,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024494.pdf,61
18,"May 5, 2022 - May 6, 2022",Lawrence Cohen,Juan Vargas,D,CA-51,"Tijuana, Mexico",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024485.pdf,61
19,"May 4, 2022 - May 6, 2022",Cyrus Artz,Virginia Foxx,R,NC-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024495.pdf,61
20,"May 4, 2022 - May 6, 2022",Greg Brooks,Brad Wenstrup,R,OH-2,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024462.pdf,61
21,"May 4, 2022 - May 6, 2022",Drew Griffin,Robert E. Latta,R,OH-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024497.pdf,61
22,"May 4, 2022 - May 6, 2022",John Byers,August Pfluger,R,TX-11,"Williamsburg, VA",Congressionsl Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024463.pdf,61
23,"May 4, 2022 - May 6, 2022",Galanes Jason,Michael R. Turner,R,OH-10,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024487.pdf,61
24,"May 4, 2022 - May 6, 2022",Jeanette Whitener,Randy Weber,R,TX-14,Williamsburg,Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024498.pdf,61
25,"May 5, 2022 - May 6, 2022",Jonathan Lowe,Steven J. Chabot,R,OH-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024464.pdf,61
26,"May 4, 2022 - May 6, 2022",Jimmy Peacock,Ashley Hinson,R,IA-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024499.pdf,61
27,"May 4, 2022 - May 6, 2022",Jordan Downs,Michael Guest,R,MS-3,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024500.pdf,61
28,"May 4, 2022 - May 6, 2022",Kenneth Chadwick Carlough,Jerry Carl,R,AL-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024466.pdf,61
29,"May 4, 2022 - May 6, 2022",Mark Kelly,Robert Good,R,VA-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024467.pdf,61
30,"May 5, 2022 - May 6, 2022",Maria Tripplaar,Mike Bost,R,IL-12,"Williamsburg, VA",Congessional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024503.pdf,61
31,"May 4, 2022 - May 6, 2022",Mariah Carray,Bennie Thompson,D,MS-2,"Austin, TX",Global Women's Innovation Network (GlobalWIN),Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024504.pdf,61
32,"May 4, 2022 - May 6, 2022",Tom Moran,Maria Elvira Salazar,R,FL-27,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024470.pdf,61
33,"May 4, 2022 - May 6, 2022",Matthew Meyer,Jason Smith,R,MO-8,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024505.pdf,61
34,"May 5, 2022 - May 6, 2022",Mike Smullen,Bill Johnson,R,OH-6,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024506.pdf,61
35,"May 4, 2022 - May 6, 2022",Natalie Joyce,Kevin McCarthy,R,CA-23,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024507.pdf,61
36,"May 4, 2022 - May 6, 2022",Rachel Wagley,Blake Moore,R,UT-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024508.pdf,61
37,"May 4, 2022 - May 6, 2022",Scott Knittle,Jody Hice,R,GA-10,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024509.pdf,61
38,"May 4, 2022 - May 6, 2022",Whitley O'Neal,Colin Allred,D,TX-32,"Austin, Texas",GlobalWIN,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024511.pdf,61
39,"May 4, 2022 - May 6, 2022",Lorissa Bounds,Jay Obernolte,R,CA-8,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024514.pdf,61
40,"May 4, 2022 - May 6, 2022",Alex Bolton,Nicole Malliotakis,R,NY-11,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024517.pdf,61
41,"May 5, 2022 - May 6, 2022",Corey Elizabeth Cooke,Sam Graves,R,MO-6,"Cambridge, MD","American Accountability Foundation, Heritage Foundation, and Conservative Partnership Institute, Inc",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024518.pdf,61
42,"May 4, 2022 - May 6, 2022",Brian Cress,Elise Stefanik,R,NY-21,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024492.pdf,61
43,"May 4, 2022 - May 6, 2022",Jeanette Whitener,Randy Weber,R,TX-14,"Williamsburgc, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024498.pdf,61
44,"May 4, 2022 - May 6, 2022",Jonathan Day,Joe Wilson,R,SC-2,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024533.pdf,61
45,"May 5, 2022 - May 6, 2022",Sang Yi,Bruce Westerman,R,AR-4,"Cambridge, MD","American Accountability Foundation, Heritage Foundation, and Conservative Partnership Institute",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024534.pdf,61
46,"May 4, 2022 - May 6, 2022",Anne M. DeCesaro,Bryan Steil,R,WI-1,"Austin, TX",Global Womwn's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024537.pdf,61
47,"May 5, 2022 - May 6, 2022",Rafael Elizalde,Mark Takano,D,CA-41,"Tijuana, Mexico",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024722.pdf,61
48,"May 4, 2022 - May 6, 2022",Stephen Janushkowsky,Brian Babin,R,TX-36,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024539.pdf,61
49,"May 4, 2022 - May 6, 2022",Patrick Hester,Elise Stefanik,R,NY-21,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024523.pdf,61
0,"May 4, 2022 - May 6, 2022",Francis Brennan,Elise Stefanik,R,NY-21,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024540.pdf,62
1,"May 5, 2022 - May 6, 2022",Rachel Kaldahl,Kevin Brady,R,TX-8,"Cambridge, MD","American Accountability Foundation, Heritage Foundation, and Conservative Partnership Institute",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024524.pdf,62
2,"May 4, 2022 - May 6, 2022",Catherine Johnson,Frank D. Lucas,R,OK-3,"Austin, TX",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024541.pdf,62
3,"May 4, 2022 - May 6, 2022",Carolyn King,Robert J. Wittman,R,VA-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024556.pdf,62
4,"May 4, 2022 - May 6, 2022",Rebecca Keightley,Ken Calvert,R,CA-42,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024525.pdf,62
5,"May 4, 2022 - May 6, 2022",Robert Schroeder,Troy Nehls,R,TX-22,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024543.pdf,62
6,"May 4, 2022 - May 6, 2022",Sean Brady,Vern Buchanan,R,FL-16,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024526.pdf,62
7,"May 4, 2022 - May 6, 2022",Jason Galanes,Michael R. Turner,R,OH-10,"Williamsburg, VA",Congressional Institute,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024559.pdf,62
8,"May 4, 2022 - May 6, 2022",Anthony Lis,Jack Bergman,R,MI-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024529.pdf,62
9,"May 5, 2022 - May 6, 2022",Gabriella Boffelli,Jenniffer González-Colón,R,PR,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024530.pdf,62
10,"May 4, 2022 - May 6, 2022",Madison Nash,Steve Womack,R,AR-3,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024381.pdf,62
11,"May 5, 2022 - May 6, 2022",William Stuart Burns,Bill Posey,R,FL-8,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024382.pdf,62
12,"May 4, 2022 - May 6, 2022",Kyle Roberston,Greg Pence,R,IN-6,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024532.pdf,62
13,"May 4, 2022 - May 6, 2022",Stephen Janushkowsky,Brian Babin,R,TX-36,"Williamsburg, VA",Congressional Instiitute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024385.pdf,62
14,"May 4, 2022 - May 6, 2022",Thomas Van Flein,Paul Gosar,R,AZ-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024386.pdf,62
15,"May 6, 2022 - May 6, 2022",Paola Guzman,Sara Jacobs,D,CA-53,"Tijuana, Mexico",The Couuncil for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024387.pdf,62
16,"May 5, 2022 - May 6, 2022",Rafael Elizalde,Mark Takano,D,CA-41,"Tijuana, Mexico",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024388.pdf,62
17,"May 6, 2022 - May 6, 2022",Sara Jacobs,Sara Jacobs,D,CA-53,"Tijuana, Mexico",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024389.pdf,62
18,"May 4, 2022 - May 6, 2022",Alexandra Kotsovos,Kevin McCarthy,R,CA-23,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024424.pdf,62
19,"May 4, 2022 - May 6, 2022",Anna McComrack,David Rouzer,R,NC-7,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024425.pdf,62
20,"May 4, 2022 - May 6, 2022",Bennett A. Brooke,French Hill,R,AR-2,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024426.pdf,62
21,"May 4, 2022 - May 6, 2022",Brittan Specht,Kevin McCarthy,R,CA-23,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024427.pdf,62
22,"May 4, 2022 - May 6, 2022",Caleb Smith,Kevin McCarthy,R,CA-23,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024428.pdf,62
23,"May 4, 2022 - May 6, 2022",Carolyn King,Robert J. Wittman,R,VA-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024429.pdf,62
24,"May 4, 2022 - May 6, 2022",Carson Middleton,Virginia Foxx,R,NC-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024430.pdf,62
25,"May 4, 2022 - May 6, 2022",Christopher Bien,Kevin McCarthy,R,CA-23,"Williamsburg, VA",Congressioanal Instiitute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024431.pdf,62
26,"May 4, 2022 - May 6, 2022",Dante Cutrona,John Joyce,R,PA-13,"Williamsburg, VA",Congresional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024432.pdf,62
27,"May 4, 2022 - May 6, 2022",Edward Verrill,Julia Letlow,R,LA-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024433.pdf,62
28,"May 4, 2022 - May 6, 2022",Hughs Fike,Michael Cloud,R,TX-27,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024434.pdf,62
