,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type,hrefs,Page #
47,"June 1, 2022 - June 3, 2022",Barbara Boland,Brad Wenstrup,R,OH-2,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024671.pdf,57
48,"June 1, 2022 - June 3, 2022",Summer-Star Blevins,Gus Bilirakis,R,FL-12,"Williamsburg, VA",congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024603.pdf,57
49,"June 1, 2022 - June 3, 2022",Breely Peterson,Michael R. Turner,R,OH-10,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024672.pdf,57
0,"June 1, 2022 - June 3, 2022",Brittany Martinez,Kevin McCarthy,R,CA-23,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024673.pdf,58
1,"June 1, 2022 - June 3, 2022",Bryan Nichols,Sam Graves,R,MO-6,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024674.pdf,58
2,"June 1, 2022 - June 3, 2022",Caleb Smith,Kevin McCarthy,R,CA-23,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024675.pdf,58
3,"June 1, 2022 - June 3, 2022",Daniel Schneider,French Hill,R,AR-2,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024676.pdf,58
4,"June 1, 2022 - June 3, 2022",Daniel Wunderlich,David Schweikert,R,AZ-6,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024677.pdf,58
5,"June 1, 2022 - June 3, 2022",David Russell,John Moolenaar,R,MI-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024678.pdf,58
6,"June 1, 2022 - June 3, 2022",Dylan Frost,French Hill,R,AR-2,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024680.pdf,58
7,"June 1, 2022 - June 3, 2022",Eric Schmitz,Steve Scalise,R,LA-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024681.pdf,58
8,"June 1, 2022 - June 3, 2022",Hannah Hughes,Bob Gibbs,R,OH-7,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024682.pdf,58
9,"June 1, 2022 - June 3, 2022",Hannah Matesic,Virginia Foxx,R,NC-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024683.pdf,58
10,"June 1, 2022 - June 3, 2022",John R. Martin,Virginia Foxx,R,NC-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024684.pdf,58
11,"June 1, 2022 - June 3, 2022",Kate Giaquinto,David McKinley,R,WV-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024685.pdf,58
12,"June 1, 2022 - June 3, 2022",Kevin O'Keefe,Fred Keller,R,PA-12,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024686.pdf,58
13,"June 1, 2022 - June 3, 2022",Kyle Campbell,Tom McClintock,R,CA-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024687.pdf,58
14,"June 1, 2022 - June 3, 2022",Maggie Ward,Michael R. Turner,R,OH-10,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024688.pdf,58
15,"June 1, 2022 - June 3, 2022",Michael Comer,Steve Scalise,R,LA-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024689.pdf,58
16,"June 1, 2022 - June 3, 2022",Michele Exner,Kevin McCarthy,R,CA-23,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024690.pdf,58
17,"June 1, 2022 - June 3, 2022",Nick Barley,Fred Keller,R,PA-12,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024692.pdf,58
18,"June 1, 2022 - June 3, 2022",Aaron Calkins,Andy Biggs,R,AZ-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024728.pdf,58
19,"June 1, 2022 - June 3, 2022",Adam Cloch,John Curtis,R,UT-3,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024729.pdf,58
20,"June 1, 2022 - June 3, 2022",Rebekah Hoshiko,Bruce Westerman,R,AR-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024694.pdf,58
21,"June 1, 2022 - June 3, 2022",Alexandra Lavy,Doug LaMalfa,R,CA-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024730.pdf,58
22,"June 1, 2022 - June 3, 2022",Sarah Coffman,James Comer,R,KY-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024695.pdf,58
23,"June 2, 2022 - June 3, 2022",Anne Marie Chotvacs,Kay Granger,R,TX-12,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024731.pdf,58
24,"June 1, 2022 - June 3, 2022",Steve Koncar,Brian Mast,R,FL-18,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024696.pdf,58
25,"June 1, 2022 - June 3, 2022",Ashley Shelton,Rick Crawford,R,AR-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024732.pdf,58
26,"June 1, 2022 - June 3, 2022",Steven Hansen,Claudia Tenney,R,NY-22,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024697.pdf,58
27,"June 1, 2022 - June 3, 2022",Brittany Madni,Ashley Hinson,R,IA-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024733.pdf,58
28,"May 30, 2022 - June 3, 2022",Yuri Beckelman,Derek Kilmer,D,WA-6,"Bogota, Colombia",International Republican Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024698.pdf,58
29,"May 31, 2022 - June 3, 2022",Catherine O'Connor,Cathy McMorris Rodgers,R,WA-5,Los Angeles,Motion Picture Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024734.pdf,58
30,"June 1, 2022 - June 3, 2022",Charles Patrick Bond,Frank D. Lucas,R,OK-3,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024735.pdf,58
31,"June 1, 2022 - June 3, 2022",Wesley Harkins,Stephanie Bice,R,OK-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024700.pdf,58
32,"June 1, 2022 - June 3, 2022",Christopher Fernandez,Lauren Boebert,R,CO-3,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024736.pdf,58
33,"June 1, 2022 - June 3, 2022",Laura Stagno,Jerry Carl,R,AL-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024701.pdf,58
34,"June 1, 2022 - June 3, 2022",Dylan Jones,John Rose,R,TN-6,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024738.pdf,58
35,"June 1, 2022 - June 3, 2022",Elisabeth Conklin,Rodney Davis,R,IL-13,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024739.pdf,58
36,"June 1, 2022 - June 3, 2022",Elizabeth Joseph,Michael Guest,R,MS-3,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024740.pdf,58
37,"June 1, 2022 - June 3, 2022",Eric Reath,Lloyd Smucker,R,PA-11,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024741.pdf,58
38,"June 1, 2022 - June 3, 2022",Erin McBride,David Rouzer,R,NC-7,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024742.pdf,58
39,"June 1, 2022 - June 3, 2022",Faith Mabry,David Valadao,R,CA-21,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024743.pdf,58
40,"June 1, 2022 - June 3, 2022",Jordan Dunn,Mike Gallagher,R,WI-8,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024746.pdf,58
41,"June 1, 2022 - June 3, 2022",Joshua Jackson,Adrian Smith,R,NE-3,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024747.pdf,58
42,"June 1, 2022 - June 3, 2022",Blaine Kelly,Mike Carey,R,OH-15,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024778.pdf,58
43,"June 1, 2022 - June 3, 2022",Calla Wickenhauser,Rodney Davis,R,IL-13,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024779.pdf,58
44,"June 1, 2022 - June 3, 2022",Lauren Ziegler,Brian Babin,R,TX-36,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024750.pdf,58
45,"June 1, 2022 - June 3, 2022",Charyssa Parent,Elise Stefanik,R,NY-21,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024780.pdf,58
46,"June 1, 2022 - June 3, 2022",Chavonne Ludick,Cathy McMorris Rodgers,R,WA-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024781.pdf,58
47,"June 1, 2022 - June 3, 2022",Megan Medley,Robert B. Aderholt,R,AL-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024752.pdf,58
48,"June 1, 2022 - June 3, 2022",Elise Krekorian,Jeffrey Duncan,R,SC-3,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024782.pdf,58
49,"June 1, 2022 - June 3, 2022",Mitchell Rabalais,Julia Letlow,R,LA-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024753.pdf,58
0,"June 1, 2022 - June 3, 2022",Gregory Steele,Richard Hudson,R,NC-8,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024783.pdf,59
1,"June 1, 2022 - June 3, 2022",Nick Lunneborg,Michelle Fischbach,R,MN-7,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024754.pdf,59
2,"June 1, 2022 - June 3, 2022",Olivia Shields,Cathy McMorris Rodgers,R,WA-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024755.pdf,59
3,"June 1, 2022 - June 3, 2022",James Edward Thomas,Doug Lamborn,R,CO-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024785.pdf,59
4,"June 1, 2022 - June 3, 2022",Ryan Kelly,Alex Mooney,R,WV-2,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024757.pdf,59
5,"June 1, 2022 - June 3, 2022",Ben Napier,Steve Scalise,R,LA-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024758.pdf,59
6,"June 1, 2022 - June 3, 2022",Hunter Lovell,Steve Scalise,R,LA-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024759.pdf,59
7,"June 1, 2022 - June 3, 2022",Kaitlynn Skoog,Markwayne Mullin,R,OK-2,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024788.pdf,59
8,"June 1, 2022 - June 3, 2022",Matthew Reed,Robert B. Aderholt,R,AL-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024760.pdf,59
9,"May 31, 2022 - June 3, 2022",Alexa Walker,Jim Banks,R,IN-3,"Nashville, TN",The Heritage Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024813.pdf,59
10,"June 1, 2022 - June 3, 2022",Maggie Howell,Kevin McCarthy,R,CA-23,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024792.pdf,59
11,"June 1, 2022 - June 3, 2022",David Winfrey,Kay Granger,R,TX-12,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024763.pdf,59
12,"June 1, 2022 - June 3, 2022",Mary Alex Enlow,Austin Scott,R,GA-8,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024793.pdf,59
13,"June 1, 2022 - June 3, 2022",Nathan Barker,Jody Hice,R,GA-10,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024794.pdf,59
14,"June 1, 2022 - June 3, 2022",Benjamin Stout,Lauren Boebert,R,CO-3,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024765.pdf,59
15,"June 1, 2022 - June 3, 2022",Nicholas O'Boyle,Ron Estes,R,KS-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024795.pdf,59
16,"June 1, 2022 - June 3, 2022",Palmer Brigham,Elise Stefanik,R,NY-21,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024796.pdf,59
17,"June 1, 2022 - June 3, 2022",Emily Michael,Morgan Griffith,R,VA-9,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024817.pdf,59
18,"June 1, 2022 - June 3, 2022",Peter Stein,Diana Harshbarger,R,TN-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024797.pdf,59
19,"June 1, 2022 - June 3, 2022",Austin Gage,Harold Rogers,R,KY-5,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024769.pdf,59
20,"June 1, 2022 - June 3, 2022",Robby Wehagen,Buddy Carter,R,GA-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024798.pdf,59
21,"June 1, 2022 - June 3, 2022",Jason Kroitor,John Rose,R,TN-6,"Wiliamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024770.pdf,59
22,"June 1, 2022 - June 3, 2022",Machalagh Carr,Kevin McCarthy,R,CA-23,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024771.pdf,59
23,"June 1, 2022 - June 3, 2022",Ryan Long,Kevin McCarthy,R,CA-23,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024800.pdf,59
24,"June 1, 2022 - June 3, 2022",Grace Farmer,Markwayne Mullin,R,OK-2,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024772.pdf,59
25,"June 1, 2022 - June 3, 2022",Samuel West,Mike Kelly,R,PA-16,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024801.pdf,59
26,"June 1, 2022 - June 3, 2022",Kelsey Holt,Ron Estes,R,KS-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024823.pdf,59
27,"June 1, 2022 - June 3, 2022",Sara Robertson,Rick Crawford,R,AR-1,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024802.pdf,59
28,"June 1, 2022 - June 3, 2022",Michael Howard,Jake LaTurner,R,KS-2,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024824.pdf,59
29,"June 1, 2022 - June 3, 2022",William Layden,Bruce Westerman,R,AR-4,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024805.pdf,59
30,"May 31, 2022 - June 2, 2022",Cameron Foster,Kevin Hern,R,OK-1,"Los Angeles, CA",Motion Picture Association,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024809.pdf,59
31,"May 31, 2022 - June 2, 2022",Yelberton Watkins,James E. Clyburn,D,SC-6,Los Angeles,"Motion Pictute Association, Inc. (MPA)",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024828.pdf,59
32,"June 1, 2022 - June 2, 2022",Ann Minkler,Steve Scalise,R,LA-1,"Williamsburg, VA",Congressional Institute,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024829.pdf,59
33,"May 31, 2022 - June 2, 2022",Brenda L. Lawrence,Brenda Lawrence,D,MI-14,"Mackinac Island, MI",Detriot Regional Chamber,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024865.pdf,59
34,"May 31, 2022 - June 2, 2022",Bill Huizenga,Bill Huizenga,R,MI-2,"Mackinac Island, MI",Detroit Regional Chamber,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024626.pdf,59
35,"May 31, 2022 - June 2, 2022",Cameron Foster,Kevin Hern,R,OK-1,"Los Angeles, CA","Motion Picture Association, Inc. (MPA) and NBCUniversal Media",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024704.pdf,59
36,"May 31, 2022 - June 2, 2022",Jordan Dickinson,Dan Kildee,D,MI-5,"Los Angles, CA",Motion Picture Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024879.pdf,59
37,"May 31, 2022 - June 2, 2022",Brenda L. Lawrence,Brenda Lawrence,D,MI-14,"Mackinaw Island, MI",Detriot Regional Chamber,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024880.pdf,59
38,"June 1, 2022 - June 2, 2022",Alejandro Cisneros,Young Kim,R,CA-39,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024773.pdf,59
39,"May 31, 2022 - June 2, 2022",James Tyler Grimm,Jim Jordan,R,OH-4,"Los Angeles, CA","Motion Picture Association, Inc. (MPA) and NBCUniversal Media, LLC.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024744.pdf,59
40,"May 30, 2022 - June 2, 2022",Katie Morley,Adrian Smith,R,NE-3,"Los Angeles, CA","Motion Picture Association, Inc. (MPA)",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024748.pdf,59
41,"May 28, 2022 - June 2, 2022",Larry Bucshon,Larry Bucshon,R,IN-8,"Tokyo, Japan",U.S. Association of Former Members of Congress (FMC),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024749.pdf,59
42,"May 31, 2022 - June 2, 2022",Alexandra White,A. Drew Ferguson,R,GA-3,"Los Angeles, CA","Motion Pichire Association, Inc. (MPA) and NBCUniversal Media, LLC",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024768.pdf,59
43,"June 1, 2022 - June 2, 2022",Russell Read,Scott Franklin,R,FL-15,"Williamsburg, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024799.pdf,59
44,"May 31, 2022 - June 1, 2022",Harrison Jumper,Chrissy Houlahan,D,PA-6,"New York City, New York",Climate Solutions Fund,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024580.pdf,59
45,"May 20, 2022 - May 29, 2022",Scott Olson,Kurt Schrader,D,OR-5,"Ankara, Turkey",Atlantic Council in Turkey,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024555.pdf,59
46,"May 20, 2022 - May 29, 2022",Scott Olson,Kurt Schrader,D,OR-5,"Instanbul, Turkey",Atlantic Council,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024555.pdf,59
47,"May 20, 2022 - May 29, 2022",Scott Olson,Kurt Schrader,D,OR-5,"Ankara, Turkey",Atlantic Council in Turkey,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024552.pdf,59
48,"May 21, 2022 - May 27, 2022",James E. Dolbow,Austin Scott,R,GA-8,"Ankara, Turkey",Atlantic Council,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024557.pdf,59
49,"May 21, 2022 - May 27, 2022",James E. Dolbow,Austin Scott,R,GA-8,"Istanbul,Turkey",Atlantic Council,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024557.pdf,59
0,"May 21, 2022 - May 27, 2022",Zack Laven,David Schweikert,R,AZ-6,"Ankara, Turkey",Atlantic Council,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024561.pdf,60
1,"May 21, 2022 - May 27, 2022",Zack Laven,David Schweikert,R,AZ-6,"Istanbul, Turkey",Atlantic Council,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024561.pdf,60
2,"May 23, 2022 - May 26, 2022",Samantha Medlock,Kathy Castor,D,FL-14,"Hamilton, Bermuda",Bermuda Business Development Agency,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024591.pdf,60
3,"May 14, 2022 - May 15, 2022",Meagan Devlin,John Katko,R,NY-24,"Warrenton, VA",Partnership for a Secure America Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024468.pdf,60
4,"May 14, 2022 - May 15, 2022",Alexa Roberts,Michael C. Burgess,R,TX-26,"Warrenton, VA",Partnership for a Secure America,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024512.pdf,60
5,"May 14, 2022 - May 15, 2022",Francesco Arreaga,Adriano Espaillat,D,NY-13,"Warrenton, VA",Partnership for a Secure America and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024535.pdf,60
6,"May 13, 2022 - May 15, 2022",Geo Saba,Ro Khanna,D,CA-17,"Cambridge, MD",National Security Action,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024536.pdf,60
7,"May 14, 2022 - May 15, 2022",Ann G. Johnston,William Timmons,R,SC-4,"Warrenton, VA",Partnership for a Secure America and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024519.pdf,60
8,"May 14, 2022 - May 15, 2022",Jacob Jernigan,John Garamendi,D,CA-3,"Warrenton, VA",Partnership for a Secure America and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024520.pdf,60
9,"May 14, 2022 - May 15, 2022",Matthew Philip Wee,Marilyn Strickland,D,WA-10,"Warrenton, VA",Partnership for a Secure America and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024521.pdf,60
10,"May 13, 2022 - May 15, 2022",Mark Iozzi,Steny H. Hoyer,D,MD-5,"Cambridge, MD",National Security Action,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024560.pdf,60
11,"May 14, 2022 - May 15, 2022",Gisselle Reynolds,Mario Diaz-Balart,R,FL-25,"Warrenton, VA",Partnership for a Secure America and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024531.pdf,60
12,"May 14, 2022 - May 15, 2022",Angele Griffin,Gregory W. Meeks,D,NY-5,"Warrenton, VA",Partnership for a Secure America and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024548.pdf,60
13,"May 13, 2022 - May 15, 2022",John Laufer,Stephanie Murphy,D,FL-7,"Gettysburg, PA",Gettysburg College,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024786.pdf,60
14,"May 13, 2022 - May 15, 2022",Stephanie Murphy,Stephanie Murphy,D,FL-7,"Gettysburg, PA",Gettysburg College,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024803.pdf,60
15,"May 13, 2022 - May 14, 2022",Jason Crow,Jason Crow,D,CO-6,"Cambrige, MD",National Security Action,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024558.pdf,60
16,"May 13, 2022 - May 14, 2022",Jason Crow,Jason Crow,D,CO-6,"Cambridge, MD",National Security Action,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024822.pdf,60
17,"May 11, 2022 - May 13, 2022",Michelle Dorothy,Chrissy Houlahan,D,PA-6,"Middleburg, VA",Center Forward,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024469.pdf,60
18,"May 11, 2022 - May 13, 2022",Michelle Dorothy,Chrissy Houlahan,D,PA-6,"Middleburg, VA",Center Forward,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024522.pdf,60
19,"May 11, 2022 - May 13, 2022",Tara Rountree,A. Donald McEachin,D,VA-4,"Middleburg, VA",Center Forward,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024527.pdf,60
20,"May 8, 2022 - May 10, 2022",David G. Valadao,David Valadao,R,CA-21,"Miami, FL",Climate Solutions Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024401.pdf,60
21,"May 3, 2022 - May 10, 2022",Kelly Armstrong,Kelly Armstrong,R,ND-1,Israel,National Society for Hebrew Day Schools (a/k/a Torah u'Mesorah),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024501.pdf,60
22,"May 3, 2022 - May 10, 2022",Tom Tiffanyi,Tom Tiffany,R,WI-7,Israel,National Society for Hebrew Day Schools,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024471.pdf,60
23,"May 9, 2022 - May 10, 2022",Stacey Plaskett,Stacey Plaskett,D,VI,"Miami, FL",Climate Solutions Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024452.pdf,60
24,"May 8, 2022 - May 10, 2022",David G. Valadao,David Valadao,R,CA-21,"Miami, FL",Climate Solutions Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024551.pdf,60
25,"April 29, 2022 - May 8, 2022",Brian Babin,Brian Babin,R,TX-36,Israel,U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024397.pdf,60
26,"April 29, 2022 - May 8, 2022",Jose Luis Correa,J. Luis Correa,D,CA-46,"Tel Aviv, Israel",U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024554.pdf,60
27,"April 29, 2022 - May 8, 2022",Andy Harris,Andy Harris,R,MD-1,Tel Aviv,U.S. Israel Education Association (USIEA),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024490.pdf,60
28,"April 29, 2022 - May 8, 2022",Lisa Canini,Bennie Thompson,D,MS-2,Israel,U.S Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024486.pdf,60
